Index,Platform,Year of first publishment,Articles,Article links,Age (for whom to be protected),For whom to use/control the safety features,WhoUseControl,SafetyFeatures,Problemarea,Content,Contact,Conduct,Contract,Circulation,Quotes
Meta29,Meta,2021,Raising the Standard for Protecting Teens and Supporting Parents Online,https://about.instagram.com/blog/announcements/raising-the-standard-for-protecting-teens-and-supporting-parents-online,Teens (13-17),Platform,Platform,Alternate Topic Nudge,Platform Usage Patterns,CONTENT_CHANGE_NUDGE,,,,,"Lastly, our research shows – and external experts agree1,2 – that if people are dwelling on one topic for a while, it could be helpful to nudge them towards other topics at the right moment. That’s why we’re building a new experience that will nudge people towards other topics if they’ve been dwelling on one topic for a while. We’ll have more to share on this, and changes we’re making when it comes to content and accounts we recommend to teens, soon."
Meta57,Meta,2021,Protecting Teens and Their Privacy on Facebook and Instagram,https://about.fb.com/news/2022/11/protecting-teens-and-their-privacy-on-facebook-and-instagram/,Teens (13-17),Platform,Platform,Message Safety Filters,Interpersonal Communication,,NAVIGATING_INAPPROPRIATE_MESSAGE,,,,"For example, we’re prompting teens to report accounts to us after they block someone, and sending them safety notices with information on how to navigate inappropriate messages from adults"
Meta57,Meta,2021,Protecting Teens and Their Privacy on Facebook and Instagram,https://about.fb.com/news/2022/11/protecting-teens-and-their-privacy-on-facebook-and-instagram/,Teens (13-16),Platform,Platform,Interaction Settings Nudge,Interpersonal Communication,,"NUDGE_FRIENDS, NUDGE_FOLLOWING, NUDGE_MENTIONS, NUDGE_COMMENTS, NUDGE_MENTIONS",,,,"Who can see their friends list
Who can see the people, Pages and lists they follow 
Who can see posts they’re tagged in on their profile
Reviewing posts they’re tagged in before the post appears on their profile
Who is allowed to comment on their public posts"
Meta66,Meta,2023,Instagram and Facebook are now founding members of Take It Down ‚Äî a new platform by the National Center for Missing and Exploited Children.,https://about.fb.com/news/2023/02/helping-prevent-the-spread-of-young-peoples-intimate-images-online/,Teens (13-17),Platform,Platform,Privacy Settings Nudge,Data Access,,"COMMENT_NOTIFICATION, MENTION_NOTIFICATION, FOLLOW_NOTIFICATION",,,REMIX_NOTIFICATION,"We are also prompting teens to review and restrict their privacy settings. When someone comments on a teen’s post, tags/mentions them in another post, or includes their content in Reels Remixes or Guides, the teen will receive a notification to review their privacy settings, and will have the option to stop people from interacting with them."
Meta72,Meta,2024,New Tools to Help Protect Against Sextortion and Intimate Image Abuse,https://about.instagram.com/blog/announcements/new-tools-to-help-protect-against-sextortion-and-intimate-image-abuse,Teens (13-17),Platform,Platform,Message Safety Filters,Interpersonal Communication,,POP_UP_MESSAGE,,,,"We’re testing new pop-up messages for people who may have interacted with an account we’ve removed for sextortion. The message will direct them to our expert-backed resources, including our Stop Sextortion Hub, support helplines, the option to reach out to a friend, StopNCII.org for those over 18, and Take It Down for those under 18."
Meta72_2,Meta,2024,Helping Teens Avoid Sextortion Scams,https://about.fb.com/news/2024/02/helping-teens-avoid-sextortion-scams/,Teens (13-17),Platform,Platform,Message Safety Filters,Interpersonal Communication,,SAFETY_NOTICE,,,,"Our Work to Help Protect Teens From Sextortion On Our Apps
Today’s updates build on the work we already do to help young people know there are steps they can take if someone has shared, or is threatening to share, their intimate images. We show Safety Notices to people on Instagram when they’re messaging someone who has shown potentially scammy or suspicious behavior. These Safety Notices urge people to be cautious, encourage them to report any account that threatens to share their private images, and remind people that they can say no to anything that makes them feel uncomfortable. We also direct teens to Take It Down at relevant moments when using Facebook and Instagram, such as if they report someone for sharing their private images, for nudity, or for sexual exploitation."
Meta72_3,Meta,2024,New Protections to Give Teens More Age-Appropriate Experiences on Our Apps,https://about.fb.com/news/2024/01/teen-protections-age-appropriate-experiences-on-our-apps/,Teens (13-17),Platform,Platform,Privacy Settings Nudge,Data Access,,NUDGE_PRIVACY_SETTING,,,,"Prompting Teens to Easily Update Their Privacy Settings
To help make sure teens are regularly checking their safety and privacy settings on Instagram, and are aware of the more private settings available, we’re sending new notifications encouraging them to update their settings to a more private experience with a single tap. If teens choose to “Turn on recommended settings”, we will automatically change their settings to restrict who can repost their content, tag or mention them, or include their content in Reels Remixes. We’ll also ensure only their followers can message them and help hide offensive comments."
Meta74,Meta,2024,Hiding Inappropriate or Sensitive Content from Teens,https://about.instagram.com/blog/announcements/giving-teens-age-appropriate-experiences,Teens (13-17),Platform,Platform,Privacy Settings Nudge,Data Access,,,,NUDGE_PRIVACY_SETTING,,We’re also prompting teens to update their privacy settings on Instagram in a single tap with new notifications.
Meta76,Meta,2024,About Instagram teen privacy and safety settings,https://help.instagram.com/3237561506542117/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=2,Teens (13-17),Platform,Platform,Alternate Topic Nudge,Platform Usage Patterns,CONTENT_CHANGE_NUDGE,,,,,"Alternate Topic Nudge
Teens under 18 in certain countries will see a notification that encourages them to switch to a different topic if they’ve been looking at the same type of content on Explore for a while. This nudge is designed to encourage teens to discover something new. Learn more about this type of nudge."
Meta90,Meta,2024,How Meta products and tools support age-appropriate experiences,https://about.meta.com/actions/safety/resource/f/871648470589685/,Teens (13-17),Platform,Platform,Alternate Topic Nudge,Platform Usage Patterns,CONTENT_CHANGE_NUDGE,,,,,"Nudges to switch topics
Teens receive notifications on
Instagram that encourage them to
switch to a different topic if they’re
looking at one type of content on
Explore."
Meta93,Meta,2024,New Protections to Give Teens More Age-Appropriate Experiences on Our Apps,https://about.fb.com/news/2024/01/teen-protections-age-appropriate-experiences-on-our-apps/,Teens (13-17),Platform,Platform,Privacy Settings Nudge,Data Access,,,,NUDGE_SETTINGS,,We’re also prompting teens to update their privacy settings on Instagram in a single tap with new notifications.
Snapchat11,Snapchat,2024,New Features to Help Protect Our Community,https://values.snap.com/news/new-features-to-help-protect-our-community?lang=en-US,Teens (13-17),Platform,Platform,Message Safety Filters,Interpersonal Communication,,"IN_APP_WARNING_IF_MESSAGE_BY_SOMEONE_WHO_IS_BLOCKED_BY_OTHERS, IN_APP_WARNING_WHEN_MESSAGE_NOT_FROM_THE_SAME_AREA",,,,"Once launched, these features will prompt teens to see a warning message if they receive a chat from someone who has been blocked or reported by others, or is from a region where the teen’s network isn't typically located – signs that the person may be a scammer. We will prevent delivery of a friend request altogether when teens send or receive a friend request from someone they don't have mutual friends with, and that person also has a history of accessing Snapchat in locations often associated with scamming activity. This applies regardless of whether the friend request was sent out by a teen, or sent to a teen from a potential bad actor."
Snapchat11_1,Snapchat,2023,Introducing New Safeguards to Protect our Community,https://values.snap.com/news/new-safeguards-for-snapchatters-2023?lang=en-US,Teens (13-17),Platform,Platform,Message Safety Filters,Interpersonal Communication,,"DEFAULT_MESSAGING_WITH_FRIENDS_ONLY, IN_APP_WARNINGS_WHEN_ADDING_FRIENDS_WITHOUT_MUTUAL_CONTACTS",,,,In-App Warnings: We are launching a new feature that sends a pop-up warning to a teen if they add a friend when they don’t already share mutual friends or the person isn’t in their contacts. This message will urge the teen to carefully consider if they want to be in contact with this person and not to connect with them if it isn’t someone they trust. Stronger Friending Protections: We already require a 13-to-17-year-old to have several mutual friends in common with another user before they can show up in Search results or as a friend suggestion. We are raising this bar to require a greater number of friends in common based on the number of friends a Snapchatter has – with the goal of further reducing the ability for teens to connect with people they may not already be friends with.
Snapchat15,Snapchat,2024,Our Work To Help Keep Snapchatters Safe,https://values.snap.com/news/keeping-snapchatters-safe?lang=en-US,Teens (13-17),Platform,Platform,Message Safety Filters,Interpersonal Communication,,IN_APP_WARNINGS_WHEN_ADDING_FRIENDS_WITHOUT_MUTUAL_CONTACTS,,,,"Those updates include: expanded in-app warnings for suspicious contacts, enhanced friending protections built specifically for teens, and improving the ability to block unwanted contact. "
Meta1,Meta,2022,Tips for Parents,https://help.instagram.com/154475974694511/?helpref=search&query=teen&search_session_id=a2bf3bf8ea1c5debe7fbc0da7bd42645&sr=11,Teens (13-17),Parents,Parents,Time Limit Settings,Platform Usage Patterns,,,"TIME_LIMIT, SLEEP_MODE",,,"Set a time limit for how long their teen can use Instagram and/or Threads each day. If Instagram is used on multiple devices, time limits apply to the total time spent using Instagram. Parents can choose whether their teen sees a reminder to close the app, or is blocked from using Instagram after reaching the time limit.

Daily time limits: Teen Accounts automatically get a reminder to close Instagram or Threads after a total of 60 minutes is spent on the app(s) each day."
Meta1_1,Meta,2022,Supervising your teen’s time spent on Instagram,https://help.instagram.com/414934160431303/,Teens (13-17),Parents,Parents,Time Limit Settings,Platform Usage Patterns,,,"REVIEW_TIME_SPENT, TIME_LIMIT, SLEEP_MODE, TIME_REQUEST",,,"View how much time your teen has spent on Instagram across all devices over the past 7 days. If Instagram is used on multiple devices, you'll see the total time spent using Instagram. You can see both an average amount of time spent per day and see how much time was spent on each specific day.
Set a daily time limit for how long your teen can use Instagram, and choose whether your teen sees a reminder to close the app or is blocked from using Instagram entirely. If Instagram is used on multiple devices, time limits apply to the total time spent using Instagram.
Set up days and times when your teen’s account will be in sleep mode. During sleep mode, your teen’s notifications will be muted and auto-replies to messages will be turned on. You can choose whether your teen sees a reminder to close the app or is blocked from using Instagram entirely during sleep mode. If Instagram is used on multiple devices, sleep mode will apply to all devices.

""Requests for more time
When a teen reaches their daily time limit, they can request additional time on Instagram from their parent. The parent will receive a notification when the teen requests additional time.
If the parent gives their teen additional time, the teen can use that time throughout the day unless their account is blocked from using Instagram during sleep mode.
""
"
